Regional_Grouping,Region,Region_Code,Country,ISO3Code,FAO_CODE,GROUP_M49_CODE,M49_CODE,FAO_COUNTRY
FAO_GLOBAL,World,,,IOT,5000,,86,Chagos Archipelago
FAO_GLOBAL,World,,,WAK,5000,,872,Wake Island
FAO_GLOBAL,World,,,CHA,5000,,830,Channel Islands
FAO_GLOBAL,World,,,SJM,5000,,744,Svalbard and Jan Mayen Islands
FAO_GLOBAL,World,,,SGS,5000,,239,South Georgia and the South Sandwich Islands
FAO_GLOBAL,World,,,GGY,5000,,831,Guernsey
FAO_GLOBAL,World,,,JEY,5000,,832,Jersey
FAO_GLOBAL,World,,,ALA,5000,,248,Åland Islands
FAO_GLOBAL,World,,,ATA,5000,,10,Antarctica
FAO_GLOBAL,World,,,BVT,5000,,74,Bouvet Island
FAO_GLOBAL,World,,,CXR,5000,,162,Christmas Island
FAO_GLOBAL,World,,,CCK,5000,,166,Cocos (Keeling) Islands
FAO_GLOBAL,World,,,ATF,5000,,260,French Southern Territories
FAO_GLOBAL,World,,,HMD,5000,,334,Heard Island and McDonald Islands
FAO_GLOBAL,World,,Afghanistan,AFG,5000,,4,Afghanistan
FAO_GLOBAL,World,,Albania,ALB,5000,,8,Albania
FAO_GLOBAL,World,,Algeria,DZA,5000,,12,Algeria
FAO_GLOBAL,World,,American Samoa,ASM,5000,,16,American Samoa
FAO_GLOBAL,World,,Andorra,AND,5000,,20,Andorra
FAO_GLOBAL,World,,Angola,AGO,5000,,24,Angola
FAO_GLOBAL,World,,Anguilla,AIA,5000,,660,Anguilla
FAO_GLOBAL,World,,Antigua and Barbuda,ATG,5000,,28,Antigua and Barbuda
FAO_GLOBAL,World,,Argentina,ARG,5000,,32,Argentina
FAO_GLOBAL,World,,Armenia,ARM,5000,,51,Armenia
FAO_GLOBAL,World,,Aruba,ABW,5000,,533,Aruba
FAO_GLOBAL,World,,Australia,AUS,5000,,36,Australia
FAO_GLOBAL,World,,Austria,AUT,5000,,40,Austria
FAO_GLOBAL,World,,Azerbaijan,AZE,5000,,31,Azerbaijan
FAO_GLOBAL,World,,Bahamas,BHS,5000,,44,Bahamas
FAO_GLOBAL,World,,Bahrain,BHR,5000,,48,Bahrain
FAO_GLOBAL,World,,Bangladesh,BGD,5000,,50,Bangladesh
FAO_GLOBAL,World,,Barbados,BRB,5000,,52,Barbados
FAO_GLOBAL,World,,Belarus,BLR,5000,,112,Belarus
FAO_GLOBAL,World,,Belgium,BEL,5000,,56,Belgium
FAO_GLOBAL,World,,Belize,BLZ,5000,,84,Belize
FAO_GLOBAL,World,,Benin,BEN,5000,,204,Benin
FAO_GLOBAL,World,,Bermuda,BMU,5000,,60,Bermuda
FAO_GLOBAL,World,,Bhutan,BTN,5000,,64,Bhutan
FAO_GLOBAL,World,,Bolivia (Plurinational State of),BOL,5000,,68,Bolivia (Plurinational State of)
FAO_GLOBAL,World,,"Bonaire, Sint Eustatius and Saba",BES,5000,,535,"Bonaire, Sint Eustatius and Saba"
FAO_GLOBAL,World,,Bosnia and Herzegovina,BIH,5000,,70,Bosnia and Herzegovina
FAO_GLOBAL,World,,Botswana,BWA,5000,,72,Botswana
FAO_GLOBAL,World,,Brazil,BRA,5000,,76,Brazil
FAO_GLOBAL,World,,British Virgin Islands,VGB,5000,,92,British Virgin Islands
FAO_GLOBAL,World,,Brunei Darussalam,BRN,5000,,96,Brunei Darussalam
FAO_GLOBAL,World,,Bulgaria,BGR,5000,,100,Bulgaria
FAO_GLOBAL,World,,Burkina Faso,BFA,5000,,854,Burkina Faso
FAO_GLOBAL,World,,Burundi,BDI,5000,,108,Burundi
FAO_GLOBAL,World,,Cabo Verde,CPV,5000,,132,Cabo Verde
FAO_GLOBAL,World,,Cambodia,KHM,5000,,116,Cambodia
FAO_GLOBAL,World,,Cameroon,CMR,5000,,120,Cameroon
FAO_GLOBAL,World,,Canada,CAN,5000,,124,Canada
FAO_GLOBAL,World,,Cayman Islands,CYM,5000,,136,Cayman Islands
FAO_GLOBAL,World,,Central African Republic,CAF,5000,,140,Central African Republic
FAO_GLOBAL,World,,Chad,TCD,5000,,148,Chad
FAO_GLOBAL,World,,Chile,CHL,5000,,152,Chile
FAO_GLOBAL,World,,China,CHN,5000,,156,"China, mainland"
FAO_GLOBAL,World,,"China, Hong Kong Special Administrative Region",HKG,5000,,344,"China, Hong Kong SAR"
FAO_GLOBAL,World,,"China, Macao Special Administrative Region",MAC,5000,,446,"China, Macao SAR"
FAO_GLOBAL,World,,"China, Taiwan Province of China",TWN,5000,,158,"China, Taiwan Province of"
FAO_GLOBAL,World,,Colombia,COL,5000,,170,Colombia
FAO_GLOBAL,World,,Comoros,COM,5000,,174,Comoros
FAO_GLOBAL,World,,Congo,COG,5000,,178,Congo
FAO_GLOBAL,World,,Cook Islands,COK,5000,,184,Cook Islands
FAO_GLOBAL,World,,Costa Rica,CRI,5000,,188,Costa Rica
FAO_GLOBAL,World,,Croatia,HRV,5000,,191,Croatia
FAO_GLOBAL,World,,Cuba,CUB,5000,,192,Cuba
FAO_GLOBAL,World,,Curaçao,CUW,5000,,531,Curaçao
FAO_GLOBAL,World,,Cyprus,CYP,5000,,196,Cyprus
FAO_GLOBAL,World,,Czechia,CZE,5000,,203,Czechia
FAO_GLOBAL,World,,Côte d'Ivoire,CIV,5000,,384,Côte d'Ivoire
FAO_GLOBAL,World,,Democratic People's Republic of Korea,PRK,5000,,408,Democratic People's Republic of Korea
FAO_GLOBAL,World,,Democratic Republic of the Congo,COD,5000,,180,Democratic Republic of the Congo
FAO_GLOBAL,World,,Denmark,DNK,5000,,208,Denmark
FAO_GLOBAL,World,,Djibouti,DJI,5000,,262,Djibouti
FAO_GLOBAL,World,,Dominica,DMA,5000,,212,Dominica
FAO_GLOBAL,World,,Dominican Republic,DOM,5000,,214,Dominican Republic
FAO_GLOBAL,World,,Ecuador,ECU,5000,,218,Ecuador
FAO_GLOBAL,World,,Egypt,EGY,5000,,818,Egypt
FAO_GLOBAL,World,,El Salvador,SLV,5000,,222,El Salvador
FAO_GLOBAL,World,,Equatorial Guinea,GNQ,5000,,226,Equatorial Guinea
FAO_GLOBAL,World,,Eritrea,ERI,5000,,232,Eritrea
FAO_GLOBAL,World,,Estonia,EST,5000,,233,Estonia
FAO_GLOBAL,World,,Eswatini,SWZ,5000,,748,Eswatini
FAO_GLOBAL,World,,Ethiopia,ETH,5000,,231,Ethiopia
FAO_GLOBAL,World,,Falkland Islands (Malvinas),FLK,5000,,238,Falkland Islands (Malvinas)
FAO_GLOBAL,World,,Faroe Islands,FRO,5000,,234,Faroe Islands
FAO_GLOBAL,World,,Fiji,FJI,5000,,242,Fiji
FAO_GLOBAL,World,,Finland,FIN,5000,,246,Finland
FAO_GLOBAL,World,,France,FRA,5000,,250,France
FAO_GLOBAL,World,,French Guiana,GUF,5000,,254,French Guiana
FAO_GLOBAL,World,,French Polynesia,PYF,5000,,258,French Polynesia
FAO_GLOBAL,World,,Gabon,GAB,5000,,266,Gabon
FAO_GLOBAL,World,,Gambia,GMB,5000,,270,Gambia
FAO_GLOBAL,World,,Georgia,GEO,5000,,268,Georgia
FAO_GLOBAL,World,,Germany,DEU,5000,,276,Germany
FAO_GLOBAL,World,,Ghana,GHA,5000,,288,Ghana
FAO_GLOBAL,World,,Gibraltar,GIB,5000,,292,Gibraltar
FAO_GLOBAL,World,,Greece,GRC,5000,,300,Greece
FAO_GLOBAL,World,,Greenland,GRL,5000,,304,Greenland
FAO_GLOBAL,World,,Grenada,GRD,5000,,308,Grenada
FAO_GLOBAL,World,,Guadeloupe,GLP,5000,,312,Guadeloupe
FAO_GLOBAL,World,,Guam,GUM,5000,,316,Guam
FAO_GLOBAL,World,,Guatemala,GTM,5000,,320,Guatemala
FAO_GLOBAL,World,,Guinea,GIN,5000,,324,Guinea
FAO_GLOBAL,World,,Guinea-Bissau,GNB,5000,,624,Guinea-Bissau
FAO_GLOBAL,World,,Guyana,GUY,5000,,328,Guyana
FAO_GLOBAL,World,,Haiti,HTI,5000,,332,Haiti
FAO_GLOBAL,World,,Holy See,VAT,5000,,336,Holy See
FAO_GLOBAL,World,,Honduras,HND,5000,,340,Honduras
FAO_GLOBAL,World,,Hungary,HUN,5000,,348,Hungary
FAO_GLOBAL,World,,Iceland,ISL,5000,,352,Iceland
FAO_GLOBAL,World,,India,IND,5000,,356,India
FAO_GLOBAL,World,,Indonesia,IDN,5000,,360,Indonesia
FAO_GLOBAL,World,,Iran (Islamic Republic of),IRN,5000,,364,Iran (Islamic Republic of)
FAO_GLOBAL,World,,Iraq,IRQ,5000,,368,Iraq
FAO_GLOBAL,World,,Ireland,IRL,5000,,372,Ireland
FAO_GLOBAL,World,,Isle of Man,IMN,5000,,833,Isle of Man
FAO_GLOBAL,World,,Israel,ISR,5000,,376,Israel
FAO_GLOBAL,World,,Italy,ITA,5000,,380,Italy
FAO_GLOBAL,World,,Jamaica,JAM,5000,,388,Jamaica
FAO_GLOBAL,World,,Japan,JPN,5000,,392,Japan
FAO_GLOBAL,World,,Jordan,JOR,5000,,400,Jordan
FAO_GLOBAL,World,,Kazakhstan,KAZ,5000,,398,Kazakhstan
FAO_GLOBAL,World,,Kenya,KEN,5000,,404,Kenya
FAO_GLOBAL,World,,Kiribati,KIR,5000,,296,Kiribati
FAO_GLOBAL,World,,Kuwait,KWT,5000,,414,Kuwait
FAO_GLOBAL,World,,Kyrgyzstan,KGZ,5000,,417,Kyrgyzstan
FAO_GLOBAL,World,,Lao People's Democratic Republic,LAO,5000,,418,Lao People's Democratic Republic
FAO_GLOBAL,World,,Latvia,LVA,5000,,428,Latvia
FAO_GLOBAL,World,,Lebanon,LBN,5000,,422,Lebanon
FAO_GLOBAL,World,,Lesotho,LSO,5000,,426,Lesotho
FAO_GLOBAL,World,,Liberia,LBR,5000,,430,Liberia
FAO_GLOBAL,World,,Libya,LBY,5000,,434,Libya
FAO_GLOBAL,World,,Liechtenstein,LIE,5000,,438,Liechtenstein
FAO_GLOBAL,World,,Lithuania,LTU,5000,,440,Lithuania
FAO_GLOBAL,World,,Luxembourg,LUX,5000,,442,Luxembourg
FAO_GLOBAL,World,,Madagascar,MDG,5000,,450,Madagascar
FAO_GLOBAL,World,,Malawi,MWI,5000,,454,Malawi
FAO_GLOBAL,World,,Malaysia,MYS,5000,,458,Malaysia
FAO_GLOBAL,World,,Maldives,MDV,5000,,462,Maldives
FAO_GLOBAL,World,,Mali,MLI,5000,,466,Mali
FAO_GLOBAL,World,,Malta,MLT,5000,,470,Malta
FAO_GLOBAL,World,,Marshall Islands,MHL,5000,,584,Marshall Islands
FAO_GLOBAL,World,,Martinique,MTQ,5000,,474,Martinique
FAO_GLOBAL,World,,Mauritania,MRT,5000,,478,Mauritania
FAO_GLOBAL,World,,Mauritius,MUS,5000,,480,Mauritius
FAO_GLOBAL,World,,Mayotte,MYT,5000,,175,Mayotte
FAO_GLOBAL,World,,Mexico,MEX,5000,,484,Mexico
FAO_GLOBAL,World,,Micronesia (Federated States of),FSM,5000,,583,Micronesia (Federated States of)
FAO_GLOBAL,World,,Monaco,MCO,5000,,492,Monaco
FAO_GLOBAL,World,,Mongolia,MNG,5000,,496,Mongolia
FAO_GLOBAL,World,,Montenegro,MNE,5000,,499,Montenegro
FAO_GLOBAL,World,,Montserrat,MSR,5000,,500,Montserrat
FAO_GLOBAL,World,,Morocco,MAR,5000,,504,Morocco
FAO_GLOBAL,World,,Mozambique,MOZ,5000,,508,Mozambique
FAO_GLOBAL,World,,Myanmar,MMR,5000,,104,Myanmar
FAO_GLOBAL,World,,Namibia,NAM,5000,,516,Namibia
FAO_GLOBAL,World,,Nauru,NRU,5000,,520,Nauru
FAO_GLOBAL,World,,Nepal,NPL,5000,,524,Nepal
FAO_GLOBAL,World,,Netherlands (Kingdom of the),NLD,5000,,528,Netherlands (Kingdom of the)
FAO_GLOBAL,World,,New Caledonia,NCL,5000,,540,New Caledonia
FAO_GLOBAL,World,,New Zealand,NZL,5000,,554,New Zealand
FAO_GLOBAL,World,,Nicaragua,NIC,5000,,558,Nicaragua
FAO_GLOBAL,World,,Niger,NER,5000,,562,Niger
FAO_GLOBAL,World,,Nigeria,NGA,5000,,566,Nigeria
FAO_GLOBAL,World,,Niue,NIU,5000,,570,Niue
FAO_GLOBAL,World,,North Macedonia,MKD,5000,,807,North Macedonia
FAO_GLOBAL,World,,Northern Mariana Islands,MNP,5000,,580,Northern Mariana Islands
