Regional_Grouping,Region,Region_Code,M49Region_Code,Country,ISO3Code,M49_Code
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Madagascar,MDG,450
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Malawi,MWI,454
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Mauritius,MUS,480
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Mayotte,MYT,175
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Mozambique,MOZ,508
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Rwanda,RWA,646
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Réunion,REU,638
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Seychelles,SYC,690
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Somalia,SOM,706
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,South Sudan,SSD,728
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Uganda,UGA,800
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,United Republic of Tanzania,TZA,834
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Zambia,ZMB,894
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Zimbabwe,ZWE,716
UNSDG_REGION_GLOBAL,Eastern Asia,UNSDG_EASTERNASIA,30,China,CHN,156
UNSDG_REGION_GLOBAL,Eastern Asia,UNSDG_EASTERNASIA,30,Democratic People's Republic of Korea,PRK,408
UNSDG_REGION_GLOBAL,Eastern Asia,UNSDG_EASTERNASIA,30,Japan,JPN,392
UNSDG_REGION_GLOBAL,Eastern Asia,UNSDG_EASTERNASIA,30,Mongolia,MNG,496
UNSDG_REGION_GLOBAL,Eastern Asia,UNSDG_EASTERNASIA,30,Republic of Korea,KOR,410
UNSDG_REGION_GLOBAL,Eastern Europe,UNSDG_EASTERNEUROPE,151,Belarus,BLR,112
UNSDG_REGION_GLOBAL,Eastern Europe,UNSDG_EASTERNEUROPE,151,Bulgaria,BGR,100
UNSDG_REGION_GLOBAL,Eastern Europe,UNSDG_EASTERNEUROPE,151,Czechia,CZE,203
UNSDG_REGION_GLOBAL,Eastern Europe,UNSDG_EASTERNEUROPE,151,Hungary,HUN,348
UNSDG_REGION_GLOBAL,Eastern Europe,UNSDG_EASTERNEUROPE,151,Poland,POL,616
UNSDG_REGION_GLOBAL,Eastern Europe,UNSDG_EASTERNEUROPE,151,Republic of Moldova,MDA,498
UNSDG_REGION_GLOBAL,Eastern Europe,UNSDG_EASTERNEUROPE,151,Romania,ROU,642
UNSDG_REGION_GLOBAL,Eastern Europe,UNSDG_EASTERNEUROPE,151,Russian Federation,RUS,643
UNSDG_REGION_GLOBAL,Eastern Europe,UNSDG_EASTERNEUROPE,151,Slovakia,SVK,703
UNSDG_REGION_GLOBAL,Eastern Europe,UNSDG_EASTERNEUROPE,151,Ukraine,UKR,804
UNSDG_REGION_GLOBAL,Eastern and South-Eastern Asia,UNSDG_EASTERNASIASOUTHEASTERNASIA,753,Brunei Darussalam,BRN,96
UNSDG_REGION_GLOBAL,Eastern and South-Eastern Asia,UNSDG_EASTERNASIASOUTHEASTERNASIA,753,Cambodia,KHM,116
UNSDG_REGION_GLOBAL,Eastern and South-Eastern Asia,UNSDG_EASTERNASIASOUTHEASTERNASIA,753,China,CHN,156
UNSDG_REGION_GLOBAL,Eastern and South-Eastern Asia,UNSDG_EASTERNASIASOUTHEASTERNASIA,753,Democratic People's Republic of Korea,PRK,408
UNSDG_REGION_GLOBAL,Eastern and South-Eastern Asia,UNSDG_EASTERNASIASOUTHEASTERNASIA,753,Indonesia,IDN,360
UNSDG_REGION_GLOBAL,Eastern and South-Eastern Asia,UNSDG_EASTERNASIASOUTHEASTERNASIA,753,Japan,JPN,392
UNSDG_REGION_GLOBAL,Eastern and South-Eastern Asia,UNSDG_EASTERNASIASOUTHEASTERNASIA,753,Lao People's Democratic Republic,LAO,418
